"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"3037","5408","19087","26.8","28281.0","23448.0","4133.0","700.0","5113","293","2","270719.0","1,732,605","333.6"
"3038","2807","9685","27.3","17613.0","11957.0","2755.0","2901.0","2641","163","3","178548.0","1,142,709","220.0"
"3039","802","4534","16.2","4332.0","3043.0","1289.0","0.0","736","66","0","73588.0","470,965","90.7"
"3040","1541","8573","16.0","8906.0","5985.0","2679.0","242.0","1370","170","1","132349.0","847,033","163.0"
"3041","861","4704","16.6","5216.0","3603.0","1613.0","0.0","782","79","0","83852.0","536,651","103.5"
"3042","1206","8402","12.5","8482.0","4427.0","3580.0","475.0","1050","155","1","131145.0","839,327","161.8"
"3043","1637","8384","17.1","12448.0","6039.0","5917.0","492.0","1434","201","2","212462.0","1,359,756","264.5"
"3044","1768","12963","12.8","8773.0","6902.0","1871.0","0.0","1661","107","0","133729.0","855,869","165.0"
"3045","13","3","","2628.0","5.0","815.0","1808.0","2","10","1","82655.0","528,992","102.4"
"3046","2114","14919","13.5","10306.0","8143.0","2163.0","0.0","2010","104","0","170194.0","1,089,241","209.8"
"3047","1551","6478","22.1","12951.0","6442.0","3651.0","2858.0","1431","117","3","139003.0","889,620","171.0"
"3048","1719","6307","25.7","10002.0","7556.0","2344.0","102.0","1621","97","1","103531.0","662,595","128.6"
"3049","888","3904","21.4","4883.0","3936.0","947.0","0.0","836","52","0","59935.0","383,582","73.8"
"3051","256","2664","8.4","1757.0","861.0","896.0","0.0","223","33","0","51824.0","331,670","64.3"
"3052","141","1047","10.4","2097.0","463.0","1233.0","401.0","109","29","3","39844.0","255,000","49.2"
"3053","156","1669","7.4","1963.0","448.0","982.0","533.0","124","31","1","36653.0","234,576","45.2"
"3054","402","3081","12.7","1787.0","1476.0","311.0","0.0","391","11","0","29194.0","186,841","36.0"
"3055","803","4224","18.0","3684.0","3044.0","640.0","0.0","761","42","0","53971.0","345,415","66.5"
"3056","1467","9378","14.3","9904.0","5195.0","3361.0","1348.0","1344","119","4","124886.0","799,271","154.9"
"3057","582","4144","12.8","3007.0","2118.0","889.0","0.0","530","52","0","45578.0","291,701","56.3"
"3058","2975","14832","18.5","17472.0","11678.0","5162.0","632.0","2740","233","2","212155.0","1,357,792","263.7"
"3059","2598","6708","33.1","17774.0","12135.0","5459.0","180.0","2219","378","1","109825.0","702,878","135.5"
"3060","917","5722","14.9","4954.0","3715.0","1239.0","0.0","850","67","0","78044.0","499,480","96.4"
"3061","886","1727","26.9","18251.0","2538.0","13636.0","2077.0","465","414","7","281606.0","1,802,277","357.1"
"3063","82","197","30.5","670.0","340.0","330.0","0.0","60","22","0","12917.0","82,669","15.9"
"3064","15137","31713","43.8","98582.0","76913.0","18469.0","3200.0","13884","1248","5","458474.0","2,934,232","567.4"
"3065","319","2567","11.3","1841.0","1073.0","768.0","0.0","291","28","0","38551.0","246,723","47.4"
"3066","242","1482","13.4","2027.0","787.0","1240.0","0.0","198","44","0","38942.0","249,232","47.9"
"3067","261","1955","11.3","1943.0","907.0","1036.0","0.0","220","41","0","42441.0","271,621","52.8"
"3068","1136","6059","17.8","5299.0","4199.0","1100.0","0.0","1080","56","0","69562.0","445,196","85.7"
"3070","2234","9505","22.3","10429.0","8628.0","1801.0","0.0","2122","112","0","110085.0","704,542","135.8"
"3071","1358","7282","17.5","7311.0","5261.0","2050.0","0.0","1276","82","0","90623.0","579,986","112.2"
"3072","2513","14407","16.1","15438.0","9862.0","4992.0","584.0","2324","187","2","231745.0","1,483,169","287.7"
"3073","3595","26215","13.0","18028.0","13767.0","4261.0","0.0","3408","187","0","289243.0","1,851,154","358.1"
"3074","1862","7868","20.1","15614.0","7042.0","8313.0","259.0","1583","278","1","245807.0","1,573,163","308.0"
"3075","1884","8925","20.0","9855.0","8096.0","1759.0","0.0","1783","101","0","118416.0","757,861","145.9"
"3076","3767","14688","23.7","25011.0","15191.0","7521.0","2299.0","3476","284","7","243880.0","1,560,833","301.3"
"3078","1111","4286","23.6","6571.0","4310.0","2261.0","0.0","1012","99","0","69548.0","445,110","86.4"
"3079","1226","5478","19.9","7603.0","4988.0","2316.0","299.0","1091","134","1","89515.0","572,896","110.4"
"3081","1033","6660","13.6","7442.0","3534.0","3159.0","749.0","909","121","3","107650.0","688,960","134.5"
"3082","2742","10973","24.2","13873.0","11999.0","1572.0","302.0","2657","84","1","162783.0","1,041,809","200.7"
"3083","2876","11834","22.8","17962.0","11307.0","3753.0","2902.0","2696","176","4","184131.0","1,178,440","227.5"
"3084","2089","10014","19.2","11188.0","8443.0","2446.0","299.0","1923","165","1","137790.0","881,858","169.9"
"3085","1132","5834","18.3","5645.0","4704.0","941.0","0.0","1070","62","0","75956.0","486,117","93.7"
"3087","768","4022","18.2","3822.0","3200.0","622.0","0.0","734","34","0","45586.0","291,752","56.2"
"3088","2486","11042","21.2","13477.0","10611.0","2400.0","466.0","2338","145","3","146327.0","936,493","180.6"
"3089","1341","4549","27.0","7588.0","5803.0","1785.0","0.0","1229","112","0","68359.0","437,494","84.3"
"3090","290","876","22.8","2356.0","1073.0","1283.0","0.0","200","90","0","22332.0","142,924","27.5"
"3091","257","548","33.8","2046.0","955.0","1091.0","0.0","185","72","0","21693.0","138,834","26.7"
"3093","357","1520","19.5","2556.0","1394.0","1162.0","0.0","296","61","0","26765.0","171,296","33.0"
"3094","806","3967","19.2","4152.0","3435.0","717.0","0.0","761","45","0","43007.0","275,246","53.0"
"3095","2722","9541","26.0","15698.0","11790.0","3724.0","184.0","2478","243","1","169203.0","1,082,897","209.0"
"3096","224","656","30.3","1183.0","869.0","314.0","0.0","199","25","0","12669.0","81,082","15.6"
"3097","231","471","39.5","1564.0","892.0","672.0","0.0","186","45","0","22153.0","141,780","26.0"
"3099","645","1909","29.9","3649.0","2564.0","1085.0","0.0","571","74","0","44846.0","287,013","57.5"
"3101","1419","8279","14.9","9348.0","5731.0","3398.0","219.0","1233","185","1","130518.0","835,313","160.9"
"3102","481","2495","17.4","2637.0","1922.0","715.0","0.0","434","47","0","36154.0","231,387","44.6"
"3103","998","5980","15.2","5637.0","4197.0","1440.0","0.0","908","90","0","86330.0","552,515","106.4"
"3104","1500","7794","17.1","9326.0","6654.0","2672.0","0.0","1330","170","0","113613.0","727,120","140.1"
"3105","846","4348","18.1","4508.0","3605.0","903.0","0.0","785","61","0","64722.0","414,218","80.0"
"3106","1666","6475","23.1","9790.0","7016.0","2575.0","199.0","1493","172","1","105764.0","676,892","130.4"
"3107","1070","5809","17.1","5934.0","4599.0","1335.0","0.0","994","76","0","73015.0","467,298","90.0"
"3108","1666","8004","19.5","9825.0","7497.0","2029.0","299.0","1558","107","1","119752.0","766,411","147.8"
"3109","2245","10387","20.5","12897.0","10309.0","1945.0","643.0","2132","112","1","149825.0","958,880","184.7"
"3111","1311","4640","24.7","8468.0","5244.0","2462.0","762.0","1148","160","3","77452.0","495,694","91.2"
"3113","1053","2962","30.5","6302.0","4181.0","2121.0","0.0","904","149","0","59403.0","380,176","69.9"
"3114","437","1242","28.6","2961.0","1779.0","1182.0","0.0","355","82","0","31866.0","203,944","37.5"
"3115","477","1288","30.4","3249.0","1903.0","1346.0","0.0","392","85","0","36971.0","236,612","43.5"
"3116","1309","4201","28.8","7987.0","5750.0","1837.0","400.0","1210","98","1","79844.0","511,000","94.2"
"3121","1030","8119","11.4","8013.0","3539.0","2694.0","1780.0","928","97","5","131063.0","838,801","161.8"
"3122","779","4483","15.4","4919.0","3137.0","1782.0","0.0","690","89","0","97978.0","627,058","120.7"
"3123","627","3802","14.5","4281.0","2545.0","1387.0","349.0","552","74","1","63526.0","406,568","78.3"
"3124","1384","7776","16.0","8246.0","5775.0","2471.0","0.0","1245","139","0","123734.0","791,900","152.5"
"3125","1051","5994","16.3","6290.0","4019.0","1666.0","605.0","979","71","1","86602.0","554,252","107.2"
"3126","457","3047","13.0","3875.0","1853.0","1134.0","888.0","396","60","1","49557.0","317,164","61.1"
"3127","1312","6994","17.4","6814.0","5527.0","1287.0","0.0","1217","95","0","98317.0","629,231","121.2"
"3128","1192","6388","16.8","7240.0","4624.0","2616.0","0.0","1075","117","0","111118.0","711,157","137.5"
"3129","1285","7279","16.6","6512.0","5292.0","1220.0","0.0","1208","77","0","91212.0","583,756","112.7"
"3130","2777","13541","19.1","14853.0","11358.0","3495.0","0.0","2585","192","0","179526.0","1,148,968","221.8"
"3131","2052","10399","18.2","12030.0","8178.0","3852.0","0.0","1894","158","0","138989.0","889,530","164.3"
"3132","1342","7177","17.1","7734.0","5447.0","1963.0","324.0","1229","112","1","97007.0","620,843","114.9"
"3133","2500","8992","26.5","12963.0","10713.0","2250.0","0.0","2383","117","0","137031.0","876,996","161.8"
"3134","2988","13419","20.2","18929.0","12246.0","6379.0","304.0","2716","270","2","224682.0","1,437,963","265.3"
"3135","1814","8470","20.1","10019.0","7529.0","2490.0","0.0","1700","114","0","109042.0","697,871","128.4"
"3136","4397","20355","20.4","23472.0","18433.0","4503.0","536.0","4149","246","2","272311.0","1,742,791","321.5"
"3137","1661","7035","21.1","11425.0","6423.0","4088.0","914.0","1482","177","2","134057.0","857,968","159.7"
"3138","2412","9334","24.7","11697.0","10164.0","1533.0","0.0","2309","103","0","128600.0","823,040","151.5"
"3139","1947","5172","33.4","12403.0","7931.0","4472.0","0.0","1725","222","0","176130.0","1,127,235","207.1"
"3140","1927","7843","22.3","11669.0","7871.0","3798.0","0.0","1751","176","0","135056.0","864,355","159.6"
"3141","367","3284","9.9","2237.0","1420.0","817.0","0.0","325","42","0","64446.0","412,457","79.4"
"3142","368","3650","7.6","3113.0","1406.0","1707.0","0.0","276","92","0","66274.0","424,157","81.7"
"3143","318","2227","12.3","2041.0","1252.0","789.0","0.0","275","43","0","42823.0","274,065","52.7"
"3144","536","3423","13.4","4283.0","2177.0","1622.0","484.0","457","78","1","58149.0","372,150","71.7"
"3145","1363","8457","14.6","9476.0","5561.0","1912.0","2003.0","1237","123","3","130603.0","835,862","160.9"
"3146","1603","8584","16.7","9302.0","6846.0","2456.0","0.0","1437","166","0","118414.0","757,849","146.1"
"3147","1247","5004","23.0","6708.0","5195.0","1513.0","0.0","1153","94","0","73706.0","471,719","90.9"
"3148","656","3406","18.4","3593.0","2649.0","504.0","440.0","626","29","1","41750.0","267,198","52.4"
"3149","3280","10509","29.0","17693.0","13701.0","3992.0","0.0","3045","235","0","214318.0","1,371,636","269.3"
"3150","6304","22096","26.5","33803.0","26736.0","6812.0","255.0","5856","447","1","351639.0","2,250,487","414.4"
"3151","1101","3987","26.3","6529.0","4259.0","1059.0","1211.0","1050","49","2","60299.0","385,915","75.7"
"3152","3880","13578","27.2","23212.0","17463.0","3467.0","2282.0","3693","185","2","200067.0","1,280,427","235.9"
"3153","2418","8991","23.1","20744.0","9236.0","9818.0","1690.0","2079","333","6","263117.0","1,683,949","315.6"
"3154","466","1609","27.0","2378.0","1952.0","426.0","0.0","435","31","0","25337.0","162,155","29.8"
"3155","2279","10731","20.2","11910.0","9177.0","2411.0","322.0","2171","107","1","141819.0","907,641","167.7"
"3156","4487","15290","27.4","25523.0","18649.0","5234.0","1640.0","4187","297","3","242146.0","1,549,733","285.6"
"3158","618","2576","22.5","3308.0","2670.0","638.0","0.0","580","38","0","32663.0","209,045","38.5"
"3159","253","984","23.9","1282.0","1077.0","205.0","0.0","235","18","0","18245.0","116,770","21.4"
"3160","848","3573","21.9","4654.0","3549.0","1105.0","0.0","783","65","0","53845.0","344,605","63.3"
"3161","626","5112","9.8","4545.0","2691.0","1854.0","0.0","503","123","0","74246.0","475,175","91.5"
"3162","1017","6764","13.2","6346.0","4311.0","2035.0","0.0","896","121","0","86187.0","551,597","106.2"
"3163","1632","11999","12.8","8441.0","6646.0","1795.0","0.0","1538","94","0","127022.0","812,944","156.7"
"3165","2030","9403","20.2","11234.0","8778.0","2226.0","230.0","1903","126","1","149182.0","954,763","187.6"
"3166","1589","10236","14.1","10030.0","6372.0","3023.0","635.0","1441","147","1","152947.0","978,862","193.5"
"3167","844","3966","19.7","5489.0","3538.0","1951.0","0.0","781","63","0","84410.0","540,226","107.4"
"3168","923","8041","9.7","11772.0","3305.0","4399.0","4068.0","776","143","4","184416.0","1,180,260","233.4"
"3169","1658","8524","18.0","10926.0","7010.0","3056.0","860.0","1533","124","1","165047.0","1,056,302","210.1"
"3170","2035","7959","23.5","14348.0","8682.0","4584.0","1082.0","1874","156","5","169958.0","1,087,733","214.3"
"3171","1920","7869","22.4","13291.0","7762.0","3891.0","1638.0","1759","157","4","152140.0","973,697","192.7"
"3172","2322","8875","24.8","12872.0","10349.0","2523.0","0.0","2202","120","0","133685.0","855,583","168.6"
"3173","3950","10934","33.9","25022.0","17927.0","6119.0","976.0","3707","239","4","208362.0","1,333,519","264.2"
"3174","3050","15615","18.8","17254.0","13136.0","2876.0","1242.0","2933","113","4","194265.0","1,243,294","243.9"
"3175","4657","23147","16.5","59768.0","17542.0","30224.0","12002.0","3811","822","24","864959.0","5,535,737","1106.0"
"3177","1001","5172","18.5","5031.0","4147.0","884.0","0.0","959","42","0","58445.0","374,049","69.2"
"3178","4530","11643","36.8","24010.0","18724.0","4589.0","697.0","4287","242","1","221104.0","1,415,068","261.5"
"3179","734","2234","30.1","7040.0","3008.0","2358.0","1674.0","672","58","4","75510.0","483,262","89.1"
"3180","1008","3315","27.6","6473.0","3863.0","2610.0","0.0","915","93","0","94426.0","604,325","113.1"
"3181","474","4311","10.0","2746.0","1839.0","907.0","0.0","429","45","0","67683.0","433,172","83.4"
"3182","449","3339","11.8","2901.0","1617.0","1112.0","172.0","395","53","1","61591.0","394,184","75.9"
"3183","529","3143","15.7","2794.0","2026.0","768.0","0.0","493","36","0","55558.0","355,574","68.5"
"3184","536","2306","22.0","2530.0","2165.0","365.0","0.0","508","28","0","43814.0","280,408","54.0"
"3185","643","3587","16.3","3584.0","2637.0","947.0","0.0","585","58","0","59338.0","379,764","73.1"
"3186","1420","9225","12.9","9641.0","5830.0","3811.0","0.0","1192","228","0","132398.0","847,346","163.2"
"3187","1309","6747","17.5","7457.0","5140.0","2317.0","0.0","1178","131","0","83916.0","537,060","105.4"
"3188","1295","7045","16.7","7198.0","5543.0","1655.0","0.0","1178","117","0","85243.0","545,553","107.0"
"3189","705","2306","25.2","6397.0","2619.0","3248.0","530.0","581","122","2","127292.0","814,670","163.6"
"3190","711","4814","13.4","4134.0","3024.0","1110.0","0.0","646","65","0","64223.0","411,028","81.0"
"3191","790","3778","18.6","4783.0","3403.0","1380.0","0.0","704","86","0","54565.0","349,218","68.5"
"3192","1840","8693","18.9","12603.0","7635.0","4516.0","452.0","1643","195","2","188769.0","1,208,121","238.8"
"3193","1714","7999","18.9","10605.0","7707.0","2898.0","0.0","1508","206","0","105399.0","674,551","132.3"
"3194","883","6645","12.0","7420.0","3768.0","2103.0","1549.0","797","82","4","104870.0","671,170","132.2"
"3195","3704","13079","25.1","29123.0","15524.0","10770.0","2829.0","3288","408","8","317830.0","2,034,115","404.7"
"3196","2388","8629","26.1","12347.0","9683.0","2394.0","270.0","2252","135","1","131556.0","841,958","165.2"
"3197","1308","5476","22.6","6082.0","4954.0","1128.0","0.0","1238","70","0","60576.0","387,689","76.1"
"3198","1870","9569","18.1","10060.0","6998.0","2900.0","162.0","1736","133","1","130887.0","837,676","161.9"
"3199","5454","27257","18.7","31536.0","22084.0","6263.0","3189.0","5102","348","4","346419.0","2,217,080","424.4"
"3200","447","2743","15.9","1894.0","1722.0","172.0","0.0","436","11","0","28073.0","179,667","34.4"
"3201","2858","9599","27.2","18799.0","11289.0","7166.0","344.0","2611","246","1","178075.0","1,139,679","226.4"
"3202","263","968","24.2","2393.0","1093.0","1300.0","0.0","234","29","0","37618.0","240,754","47.1"
"3204","2138","10929","18.1","12107.0","9237.0","2870.0","0.0","1974","164","0","146030.0","934,591","183.3"
"3205","317","2897","9.5","2617.0","1139.0","1244.0","234.0","274","42","1","51453.0","329,299","63.5"
"3206","446","3880","10.6","2355.0","1682.0","673.0","0.0","413","33","0","46072.0","294,859","56.8"
"3207","526","4303","9.7","6146.0","1762.0","3732.0","652.0","419","105","2","164446.0","1,052,456","205.0"
"3211","258","509","42.8","1797.0","987.0","810.0","0.0","218","40","0","26116.0","167,141","33.6"
"3212","2623","7350","33.3","14802.0","11303.0","2867.0","632.0","2448","172","3","181305.0","1,160,355","234.4"
"3213","606","1385","35.8","4658.0","2804.0","1854.0","0.0","496","110","0","62087.0","397,356","79.9"
"3214","2530","11723","20.8","13825.0","9101.0","3036.0","1688.0","2443","85","2","222049.0","1,421,113","281.2"
"3215","2061","10029","19.0","12746.0","8077.0","4669.0","0.0","1904","157","0","208446.0","1,334,055","263.8"
"3216","6690","28263","22.4","43087.0","27357.0","7208.0","8522.0","6325","362","3","370115.0","2,368,737","463.7"
"3217","1954","4946","36.4","13232.0","10458.0","2624.0","150.0","1799","154","1","62120.0","397,569","78.0"
"3218","1263","5666","20.7","7297.0","5233.0","2064.0","0.0","1175","88","0","90871.0","581,573","113.7"
"3219","2276","11364","19.1","11362.0","8534.0","2629.0","199.0","2174","101","1","151229.0","967,867","190.3"
"3220","1555","8597","15.6","13113.0","5979.0","6484.0","650.0","1337","217","1","168508.0","1,078,452","212.2"
"3221","484","267","171.2","1922.0","1415.0","507.0","0.0","457","27","0","14722.0","94,221","18.4"
"3222","2857","7624","34.9","16235.0","12585.0","3650.0","0.0","2660","197","0","40165.0","257,058","50.2"
"3223","1930","6904","26.4","10252.0","8455.0","1797.0","0.0","1825","105","0","100625.0","644,000","129.6"
"3224","2014","8114","23.3","11220.0","8392.0","2628.0","200.0","1888","125","1","156181.0","999,561","197.1"
"3225","1186","3574","30.9","6322.0","4929.0","1393.0","0.0","1103","83","0","56669.0","362,684","70.9"
"3226","2847","9120","29.2","15071.0","11796.0","3275.0","0.0","2660","187","0","1171.0","7,494","1.5"
"3227","1025","2989","30.9","8800.0","4313.0","1440.0","3047.0","925","98","2","13990.0","89,534","17.6"
"3228","3457","11269","27.5","21634.0","15084.0","5771.0","779.0","3102","353","2","151419.0","969,084","189.8"
"3230","753","2931","23.7","4131.0","3098.0","1033.0","0.0","695","58","0","1160.0","7,424","1.5"
"3231","463","2059","20.5","2525.0","2014.0","511.0","0.0","423","40","0","13949.0","89,276","17.5"
"3232","188","1849","9.2","1114.0","770.0","344.0","0.0","170","18","0","1092.0","6,986","1.3"
"3233","476","2487","17.0","3123.0","2036.0","1087.0","0.0","423","53","0","7328.0","46,898","8.7"
"3234","56","1077","4.6","397.0","282.0","115.0","0.0","50","6","0","2213.0","14,164","2.6"
"3235","107","238","39.9","659.0","466.0","193.0","0.0","95","12","0","7677.0","49,135","9.6"
"3236","63","147","41.5","281.0","261.0","20.0","0.0","61","2","0","4277.0","27,371","5.1"
"3237","52","191","19.9","494.0","189.0","305.0","0.0","38","14","0","7682.0","49,162","9.1"
"3238","63","199","27.6","353.0","234.0","119.0","0.0","55","8","0","5757.0","36,845","6.8"
"3239","80","259","25.5","552.0","309.0","243.0","0.0","66","14","0","10508.0","67,252","12.5"
"3240","416","822","44.6","2540.0","1820.0","720.0","0.0","367","49","0","26374.0","168,792","32.9"
"3241","493","1145","38.8","3468.0","2110.0","1056.0","302.0","444","48","1","30802.0","197,130","38.5"
"3242","179","445","36.4","1014.0","742.0","272.0","0.0","162","17","0","6667.0","42,669","8.3"
"3243","63","189","30.7","369.0","276.0","93.0","0.0","58","5","0","10118.0","64,757","12.0"
"3249","486","1426","30.3","3030.0","1895.0","1135.0","0.0","432","54","0","68669.0","439,482","81.4"
"3250","1304","6437","18.4","9328.0","5125.0","2464.0","1739.0","1182","119","3","128544.0","822,679","153.2"
"3251","76","241","29.9","382.0","332.0","50.0","0.0","72","4","0","8449.0","54,072","10.9"
"3254","63","137","40.1","401.0","212.0","189.0","0.0","55","8","0","4435.0","28,383","5.3"
"3260","562","2285","21.3","4303.0","2330.0","1973.0","0.0","487","75","0","46303.0","296,338","54.9"
"3264","290","981","25.8","2192.0","1194.0","998.0","0.0","253","37","0","3707.0","23,728","4.6"
"3265","391","1112","26.7","4607.0","1385.0","3222.0","0.0","297","94","0","60371.0","386,376","75.2"
"3266","414","1377","24.5","3814.0","1616.0","2198.0","0.0","337","77","0","37305.0","238,751","44.2"
"3267","30","97","22.7","274.0","124.0","150.0","0.0","22","8","0","5168.0","33,076","6.1"
"3268","371","1174","24.7","3444.0","1395.0","2049.0","0.0","290","81","0","42211.0","270,152","52.6"
"3269","121","416","21.4","1092.0","429.0","663.0","0.0","89","32","0","12274.0","78,556","14.6"
"3270","37","369","8.9","202.0","153.0","49.0","0.0","33","4","0","5813.0","37,201","7.3"
"3271","42","102","28.4","326.0","143.0","183.0","0.0","29","13","0","9591.0","61,385","11.9"
"3272","258","819","28.9","1636.0","1108.0","528.0","0.0","237","21","0","15711.0","100,547","19.6"
"3273","19","79","20.3","121.0","81.0","40.0","0.0","16","3","0","5081.0","32,521","6.3"
"3274","44","114","35.1","228.0","173.0","55.0","0.0","40","4","0","8366.0","53,545","10.4"
"3275","49","228","20.2","265.0","229.0","36.0","0.0","46","3","0","4931.0","31,559","6.2"
"3276","64","245","21.6","515.0","259.0","256.0","0.0","53","11","0","12576.0","80,489","15.7"
"3277","207","810","21.6","1868.0","876.0","992.0","0.0","175","32","0","31670.0","202,691","39.7"
"3278","57","159","30.2","427.0","263.0","164.0","0.0","48","9","0","4741.0","30,344","5.9"
"3279","38","98","32.7","226.0","149.0","77.0","0.0","32","6","0","6445.0","41,251","8.0"
"3280","2888","16174","16.4","18336.0","12064.0","5771.0","501.0","2660","226","2","272067.0","1,741,228","340.6"
"3281","280","661","36.5","2148.0","1193.0","955.0","0.0","241","39","0","22351.0","143,044","27.9"
"3282","295","1123","23.6","1866.0","1244.0","622.0","0.0","265","30","0","26560.0","169,982","33.2"
"3283","203","540","31.9","1476.0","849.0","627.0","0.0","172","31","0","25506.0","163,241","31.8"
"3284","474","2440","17.7","3016.0","2018.0","998.0","0.0","432","42","0","8438.0","54,003","10.6"
"3285","188","612","28.3","1039.0","799.0","240.0","0.0","173","15","0","21141.0","135,304","26.6"
"3286","75","332","21.7","470.0","341.0","129.0","0.0","72","3","0","12000.0","76,800","15.3"
"3287","52","182","26.4","296.0","231.0","65.0","0.0","48","4","0","13031.0","83,399","16.2"
"3289","125","420","26.7","710.0","490.0","220.0","0.0","112","13","0","13620.0","87,171","17.3"
"3292","61","368","16.0","286.0","262.0","24.0","0.0","59","2","0","199.0","1,275","0.2"
"3293","50","163","28.8","220.0","178.0","42.0","0.0","47","3","0","12202.0","78,095","15.5"
"3294","138","452","26.3","907.0","582.0","325.0","0.0","119","19","0","18898.0","120,949","24.0"
"3300","1048","5222","18.3","6496.0","4286.0","2210.0","0.0","954","94","0","16708.0","106,934","21.3"
"3301","148","596","22.7","841.0","648.0","193.0","0.0","135","13","0","38680.0","247,552","49.2"
"3302","52","190","26.3","294.0","223.0","71.0","0.0","50","2","0","11773.0","75,345","15.0"
"3303","38","181","18.8","325.0","178.0","147.0","0.0","34","4","0","10232.0","65,485","12.7"
"3304","433","1321","30.6","2554.0","1820.0","734.0","0.0","404","29","0","48338.0","309,363","60.1"
"3305","1789","6399","26.4","10050.0","7437.0","2415.0","198.0","1690","98","1","179270.0","1,147,327","225.1"
"3309","15","68","19.1","86.0","65.0","21.0","0.0","13","2","0","2444.0","15,639","3.0"
"3310","44","139","28.8","221.0","165.0","56.0","0.0","40","4","0","6357.0","40,682","8.1"
"3311","237","1020","21.9","1260.0","963.0","297.0","0.0","223","14","0","6360.0","40,703","8.0"
"3312","130","538","21.7","752.0","546.0","206.0","0.0","117","13","0","34319.0","219,640","43.0"
"3314","93","251","30.3","568.0","333.0","235.0","0.0","76","17","0","17861.0","114,311","22.7"
"3315","242","845","26.5","1328.0","994.0","334.0","0.0","224","18","0","42390.0","271,294","54.0"
"3317","25","108","18.5","170.0","102.0","68.0","0.0","20","5","0","6326.0","40,488","8.5"
"3318","230","791","25.2","1556.0","968.0","588.0","0.0","199","31","0","18900.0","120,957","23.7"
"3319","54","227","21.6","310.0","238.0","72.0","0.0","49","5","0","8282.0","53,006","10.4"
"3321","311","703","38.3","1813.0","1248.0","565.0","0.0","269","42","0","26158.0","167,411","32.7"
"3322","20","103","19.4","97.0","97.0","0.0","0.0","20","0","0","4262.0","27,279","5.5"
"3323","6","55","9.1","48.0","29.0","19.0","0.0","5","1","0","5365.0","34,336","6.9"
"3324","109","298","33.9","584.0","444.0","140.0","0.0","101","8","0","10801.0","69,125","13.9"
"3325","104","265","35.5","719.0","434.0","285.0","0.0","94","10","0","14385.0","92,065","18.6"
"3328","387","722","48.3","2118.0","1662.0","456.0","0.0","349","38","0","1435.0","9,184","1.8"
"3329","36","123","29.3","161.0","161.0","0.0","0.0","36","0","0","8115.0","51,938","10.5"
"3330","29","99","26.3","160.0","115.0","45.0","0.0","26","3","0","6221.0","39,817","8.0"
"3331","1176","2786","38.2","6901.0","5063.0","1838.0","0.0","1064","112","0","24808.0","158,770","31.0"
"3332","202","396","45.2","1496.0","809.0","687.0","0.0","179","23","0","14486.0","92,713","18.1"
"3333","152","386","33.9","1145.0","602.0","543.0","0.0","131","21","0","14369.0","91,962","18.5"
"3334","77","274","24.8","444.0","291.0","153.0","0.0","68","9","0","12614.0","80,730","16.3"
"3335","2220","4298","47.4","14782.0","12063.0","2719.0","0.0","2036","184","0","24090.0","154,179","29.8"
"3337","5189","16485","29.8","27858.0","22200.0","5058.0","600.0","4917","270","2","18816.0","120,422","23.1"
"3338","5107","12603","38.6","30296.0","26112.0","3719.0","465.0","4861","245","1","11939.0","76,409","15.4"
"3340","3339","10551","29.1","19437.0","14186.0","4496.0","755.0","3069","269","1","45300.0","289,921","58.2"
"3341","290","630","42.1","1545.0","1196.0","349.0","0.0","265","25","0","7755.0","49,634","10.0"
"3342","675","1612","38.6","3779.0","2726.0","1053.0","0.0","622","53","0","21992.0","140,747","28.4"
"3345","283","476","53.6","1636.0","1231.0","405.0","0.0","255","28","0","7640.0","48,897","9.9"
"3350","6436","30555","19.3","41422.0","28099.0","11932.0","1391.0","5902","530","4","471871.0","3,019,975","611.3"
"3351","1548","3436","41.1","8792.0","6888.0","1904.0","0.0","1412","136","0","102754.0","657,626","132.7"
"3352","2941","6793","37.8","20420.0","12675.0","6189.0","1556.0","2567","371","3","209397.0","1,340,142","270.5"
"3355","1319","6154","19.1","16022.0","5112.0","4670.0","6240.0","1176","139","4","155739.0","996,728","203.7"
"3356","1793","10109","16.3","11736.0","7526.0","3697.0","513.0","1645","146","2","132079.0","845,304","172.2"
"3357","595","1594","34.3","3342.0","2603.0","739.0","0.0","547","48","0","29374.0","187,996","38.0"
"3360","144","485","27.8","798.0","652.0","146.0","0.0","135","9","0","9472.0","60,619","12.2"
"3361","110","351","29.1","672.0","444.0","228.0","0.0","102","8","0","11698.0","74,869","15.1"
"3363","682","1785","34.5","4422.0","2815.0","1504.0","103.0","616","65","1","37206.0","238,119","48.1"
"3364","447","1029","39.0","2687.0","1920.0","767.0","0.0","401","46","0","44715.0","286,174","57.7"
"3370","417","952","40.5","2242.0","1781.0","461.0","0.0","386","31","0","24691.0","158,021","31.9"
"3371","288","686","39.5","1444.0","1203.0","241.0","0.0","271","17","0","12999.0","83,194","16.8"
"3373","473","1220","35.2","2891.0","1999.0","892.0","0.0","429","44","0","24296.0","155,495","31.3"
"3374","89","204","39.2","671.0","360.0","311.0","0.0","80","9","0","9113.0","58,322","12.3"
"3375","28","99","23.2","268.0","119.0","149.0","0.0","23","5","0","9674.0","61,914","13.0"
