"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"4118","7189","11105","58.7","38586.0","28371.0","9813.0","402.0","6514","673","2","183673.0","1,175,508","267.7"
"4119","1624","2737","50.0","11853.0","5924.0","5254.0","675.0","1368","254","2","55016.0","352,103","80.1"
"4120","894","2114","36.9","5574.0","3595.0","1979.0","0.0","781","113","0","38304.0","245,144","55.8"
"4121","4104","8743","41.0","23642.0","16235.0","7207.0","200.0","3583","520","1","111202.0","711,694","162.3"
"4122","7210","15141","43.2","39154.0","27956.0","10794.0","404.0","6544","664","2","229060.0","1,465,986","334.7"
"4123","5300","7882","58.2","31621.0","20895.0","9875.0","851.0","4586","712","2","110388.0","706,483","161.3"
"4124","7746","7040","90.1","49435.0","29870.0","19565.0","0.0","6345","1401","0","153389.0","981,690","214.9"
"4125","2944","2785","89.9","17937.0","11625.0","6312.0","0.0","2503","441","0","76234.0","487,900","111.1"
"4127","5098","9920","45.8","30532.0","19090.0","10155.0","1287.0","4541","554","3","167172.0","1,069,902","243.6"
"4128","3913","5614","62.8","25334.0","15360.0","5021.0","4953.0","3526","386","1","70980.0","454,275","103.5"
"4129","1553","2295","58.7","11765.0","5876.0","3928.0","1961.0","1347","204","2","58651.0","375,363","86.2"
"4130","2239","3176","59.1","13575.0","8414.0","5161.0","0.0","1877","362","0","82377.0","527,212","120.3"
"4131","1799","3583","45.1","10430.0","6907.0","3523.0","0.0","1617","182","0","78560.0","502,784","115.4"
"4132","4324","9623","41.6","24343.0","16807.0","6932.0","604.0","4007","314","3","149031.0","953,795","219.4"
"4133","4630","8289","49.2","26919.0","18815.0","8104.0","0.0","4075","555","0","126878.0","812,022","184.9"
"4151","1846","3886","40.0","12067.0","7366.0","4701.0","0.0","1555","291","0","74035.0","473,825","108.3"
"4152","8175","17870","40.7","45188.0","32518.0","12670.0","0.0","7269","906","0","225264.0","1,441,689","328.5"
"4153","974","1681","50.6","5587.0","3784.0","1803.0","0.0","851","123","0","34995.0","223,965","51.1"
"4154","2572","4093","53.1","16434.0","10131.0","6303.0","0.0","2172","400","0","79157.0","506,608","115.9"
"4155","402","493","54.8","3565.0","1262.0","2303.0","0.0","270","132","0","38283.0","245,013","56.1"
"4156","840","1083","65.3","5282.0","3236.0","2046.0","0.0","707","133","0","38048.0","243,506","55.7"
"4157","4707","8024","52.5","26522.0","17339.0","8305.0","878.0","4216","489","2","162213.0","1,038,165","236.5"
"4158","711","1992","32.9","3341.0","2631.0","710.0","0.0","656","55","0","18239.0","116,732","26.6"
"4159","3728","5354","64.2","18071.0","13908.0","3913.0","250.0","3438","289","1","82866.0","530,344","120.8"
"4160","4845","6728","65.3","24347.0","18289.0","6058.0","0.0","4394","451","0","114897.0","735,341","167.5"
"4161","4023","6320","60.0","18782.0","15287.0","2983.0","512.0","3793","229","1","93136.0","596,071","135.8"
"4163","3328","5606","52.4","18957.0","12140.0","6315.0","502.0","2935","392","1","109961.0","703,751","160.7"
"4164","4294","5903","63.6","24866.0","17245.0","7621.0","0.0","3755","539","0","106146.0","679,333","154.8"
"4165","10315","14524","65.0","52326.0","39582.0","12544.0","200.0","9435","879","1","266861.0","1,707,911","389.1"
"4169","797","2077","32.0","5702.0","3110.0","2422.0","170.0","665","131","1","42697.0","273,260","62.3"
"4170","3704","8781","35.2","26066.0","14779.0","10408.0","879.0","3094","607","3","134345.0","859,808","197.1"
"4171","2258","4569","40.3","15354.0","9094.0","6260.0","0.0","1843","415","0","69242.0","443,146","101.1"
"4172","858","1885","37.2","7358.0","3228.0","4130.0","0.0","702","156","0","87006.0","556,841","130.1"
"4173","1831","3519","47.5","9957.0","6767.0","3190.0","0.0","1672","159","0","63585.0","406,947","93.7"
"4174","693","911","64.7","5465.0","2738.0","2424.0","303.0","589","103","1","60339.0","386,170","90.2"
"4178","4863","10360","42.4","28148.0","18355.0","9595.0","198.0","4390","472","1","212824.0","1,362,076","310.4"
"4179","3976","8191","44.1","21019.0","15167.0","5162.0","690.0","3612","362","2","99187.0","634,795","144.6"
"4183","637","1941","29.7","3176.0","2228.0","948.0","0.0","577","60","0","26124.0","167,193","38.1"
"4184","3008","5037","56.8","13832.0","11844.0","1988.0","0.0","2862","146","0","32163.0","205,845","46.9"
"4205","1470","2520","54.7","7576.0","5710.0","1416.0","450.0","1379","90","1","32013.0","204,881","46.7"
"4207","13969","25779","46.8","100101.0","55263.0","35869.0","8969.0","12067","1887","15","517224.0","3,310,231","760.4"
"4208","5826","8251","59.2","37595.0","23133.0","14462.0","0.0","4882","944","0","158880.0","1,016,830","232.8"
"4209","12150","23500","43.5","85255.0","53793.0","28230.0","3232.0","10212","1934","4","318236.0","2,036,710","452.5"
"4210","5429","8122","56.6","34598.0","22039.0","12049.0","510.0","4600","828","1","137686.0","881,188","195.7"
"4211","13250","23876","48.8","77601.0","52172.0","23952.0","1477.0","11650","1594","6","389987.0","2,495,919","555.8"
"4212","8002","12494","51.7","54754.0","30861.0","22669.0","1224.0","6462","1538","2","222743.0","1,425,557","317.6"
"4213","7234","10182","60.0","45673.0","27664.0","16209.0","1800.0","6107","1126","1","197714.0","1,265,369","281.1"
"4214","8316","14716","49.1","52766.0","31373.0","20252.0","1141.0","7231","1081","4","290716.0","1,860,582","417.3"
"4215","4721","16010","26.0","29680.0","18063.0","10821.0","796.0","4167","551","3","224741.0","1,438,340","320.4"
"4216","7033","14375","42.9","40504.0","25941.0","13031.0","1532.0","6166","865","2","213448.0","1,366,065","304.0"
"4217","4135","8148","40.5","29078.0","15567.0","13511.0","0.0","3298","837","0","184722.0","1,182,219","262.6"
"4218","4908","10136","40.0","30647.0","17951.0","12504.0","192.0","4052","855","1","171045.0","1,094,691","243.3"
"4220","5556","10944","43.1","37439.0","20510.0","14459.0","2470.0","4720","833","3","211142.0","1,351,312","302.5"
"4221","5351","9379","51.2","27589.0","19705.0","7248.0","636.0","4806","544","1","137083.0","877,332","194.9"
"4223","3220","5577","50.5","18490.0","11386.0","7104.0","0.0","2814","406","0","97746.0","625,571","139.8"
"4224","936","2169","38.6","5283.0","3689.0","1594.0","0.0","838","98","0","26780.0","171,390","38.1"
"4225","452","1248","30.4","2850.0","1688.0","1162.0","0.0","379","73","0","36148.0","231,345","51.5"
"4226","6243","12848","43.4","41095.0","24907.0","10555.0","5633.0","5576","665","2","211286.0","1,352,229","300.9"
"4227","3864","8091","41.8","22446.0","15162.0","7284.0","0.0","3382","482","0","103366.0","661,541","147.2"
"4228","1446","1712","69.3","9446.0","5399.0","3847.0","200.0","1186","259","1","47115.0","301,534","66.9"
"4230","11","394","2.8","47.0","47.0","0.0","0.0","11","0","0","0.0","0","0.0"
"4270","1215","1504","67.0","7453.0","4417.0","3036.0","0.0","1008","207","0","39572.0","253,258","57.7"
"4271","356","1339","26.4","995.0","970.0","25.0","0.0","354","2","0","0.0","0","0.0"
"4272","1692","2217","64.2","10696.0","6574.0","4122.0","0.0","1424","268","0","61731.0","395,080","87.7"
"4275","1037","1352","61.8","7045.0","3732.0","3313.0","0.0","835","202","0","48657.0","311,403","69.1"
"4280","6095","6246","80.1","39235.0","23854.0","15129.0","252.0","5001","1093","1","154849.0","991,035","216.9"
"4285","5684","8787","54.8","36373.0","21681.0","14497.0","195.0","4813","870","1","223412.0","1,429,839","313.1"
"4287","192","392","39.8","1396.0","721.0","675.0","0.0","156","36","0","15031.0","96,196","21.0"
"4300","14530","25225","50.0","92512.0","61368.0","28429.0","2715.0","12609","1913","8","367202.0","2,350,093","513.6"
"4301","5948","11925","45.1","36477.0","25651.0","7771.0","3055.0","5384","559","5","155303.0","993,939","217.4"
"4303","587","1487","37.1","2900.0","2233.0","667.0","0.0","552","35","0","29875.0","191,203","41.8"
"4304","3358","8309","37.4","18633.0","13141.0","4770.0","722.0","3105","251","2","120981.0","774,277","169.5"
"4305","12163","28528","39.6","63535.0","47558.0","14302.0","1675.0","11293","867","3","401670.0","2,570,689","562.6"
"4306","12570","15262","70.9","75589.0","50797.0","24311.0","481.0","10821","1748","1","358200.0","2,292,478","483.5"
"4307","457","580","65.3","3019.0","1680.0","1339.0","0.0","379","78","0","22873.0","146,386","32.0"
"4309","895","1409","55.1","5756.0","3505.0","2251.0","0.0","776","119","0","50869.0","325,562","71.2"
"4310","1709","2651","57.9","9073.0","6212.0","2861.0","0.0","1535","174","0","79327.0","507,694","111.0"
"4311","3107","4759","57.2","18276.0","12330.0","5946.0","0.0","2723","384","0","143908.0","921,011","201.2"
"4312","1047","1324","71.3","5682.0","3872.0","1810.0","0.0","944","103","0","41299.0","264,315","57.7"
"4313","737","1162","56.2","3908.0","2525.0","1383.0","0.0","653","84","0","37468.0","239,792","52.4"
"4340","1633","2390","60.8","9354.0","6400.0","2954.0","0.0","1454","179","0","71251.0","456,006","99.6"
"4341","4807","6518","64.5","27721.0","18652.0","9069.0","0.0","4204","603","0","146464.0","937,372","205.1"
"4342","735","1335","47.4","4751.0","2732.0","2019.0","0.0","633","102","0","38546.0","246,697","53.9"
"4343","2632","4471","49.7","21728.0","9880.0","8120.0","3728.0","2220","410","2","149834.0","958,938","224.6"
"4344","675","1191","48.3","4510.0","2673.0","1837.0","0.0","575","100","0","35100.0","224,640","52.6"
"4345","1","45","","2.0","2.0","0.0","0.0","1","0","0","0.0","0","0.0"
"4346","332","432","67.6","2002.0","1416.0","586.0","0.0","292","40","0","11350.0","72,638","15.9"
"4347","403","576","58.3","2658.0","1449.0","1209.0","0.0","336","67","0","20416.0","130,659","30.5"
"4350","16266","52535","27.6","101712.0","62970.0","34371.0","4371.0","14511","1746","9","926051.0","5,926,729","1391.0"
"4352","7625","12207","53.3","47142.0","29631.0","16279.0","1232.0","6507","1116","2","331032.0","2,118,608","494.9"
"4353","87","135","52.6","563.0","317.0","246.0","0.0","71","16","0","5969.0","38,199","8.8"
"4354","325","540","52.4","1933.0","1221.0","712.0","0.0","283","42","0","16516.0","105,702","24.3"
"4355","707","1240","51.2","3746.0","2561.0","1185.0","0.0","635","72","0","36690.0","234,815","54.0"
"4356","1011","2053","41.7","175277.0","3638.0","3039.0","168600.0","856","152","3","56076.0","358,887","82.3"
"4357","571","1170","39.7","4807.0","1999.0","2353.0","455.0","465","104","2","54467.0","348,587","80.0"
"4358","548","989","46.4","3485.0","2190.0","1295.0","0.0","459","89","0","34203.0","218,900","51.1"
"4359","325","553","49.9","1986.0","1249.0","737.0","0.0","276","49","0","18851.0","120,649","28.2"
"4360","171","299","39.8","1618.0","545.0","1073.0","0.0","119","52","0","8589.0","54,969","12.8"
"4361","580","1301","37.1","4002.0","2108.0","1894.0","0.0","483","97","0","50709.0","324,536","75.9"
"4362","679","1115","51.5","4983.0","2501.0","2482.0","0.0","574","105","0","42548.0","272,305","63.6"
"4363","178","237","67.5","895.0","640.0","255.0","0.0","160","18","0","8480.0","54,270","12.7"
"4364","57","79","59.5","430.0","231.0","199.0","0.0","47","10","0","6313.0","40,405","9.3"
"4365","155","322","42.5","945.0","653.0","292.0","0.0","137","18","0","9071.0","58,052","13.5"
"4370","3805","9317","35.8","102822.0","14887.0","9763.0","78172.0","3333","471","1","78151.0","500,168","113.0"
"4371","198","354","51.1","1017.0","772.0","245.0","0.0","181","17","0","13983.0","89,488","20.2"
"4372","42","69","56.5","197.0","154.0","43.0","0.0","39","3","0","3350.0","21,440","4.8"
"4373","229","445","46.5","1552.0","920.0","454.0","178.0","207","21","1","16841.0","107,781","24.4"
"4374","111","199","47.7","673.0","400.0","273.0","0.0","95","16","0","7927.0","50,735","11.5"
"4375","47","117","32.5","325.0","157.0","168.0","0.0","38","9","0","5147.0","32,939","7.4"
"4376","82","179","37.4","678.0","276.0","402.0","0.0","67","15","0","5697.0","36,459","8.2"
"4377","150","271","49.1","917.0","579.0","338.0","0.0","133","17","0","7230.0","46,274","10.5"
"4378","133","220","54.1","758.0","478.0","280.0","0.0","119","14","0","11488.0","73,525","16.6"
"4380","1867","3811","44.6","10431.0","7446.0","2985.0","0.0","1701","166","0","102307.0","654,768","148.2"
"4381","178","364","40.9","1069.0","662.0","407.0","0.0","149","29","0","9042.0","57,867","13.1"
"4382","133","331","33.5","951.0","464.0","487.0","0.0","111","22","0","11516.0","73,700","16.7"
"4383","180","329","52.3","834.0","734.0","100.0","0.0","172","8","0","8779.0","56,183","12.7"
"4384","6","25","","46.0","22.0","24.0","0.0","4","2","0","1369.0","8,760","2.0"
"4385","238","701","30.7","1467.0","997.0","470.0","0.0","215","23","0","23161.0","148,233","33.5"
"4387","234","611","30.1","1874.0","832.0","1042.0","0.0","184","50","0","28368.0","181,556","41.1"
"4388","83","226","34.1","416.0","295.0","121.0","0.0","77","6","0","9597.0","61,419","14.5"
"4390","1060","2922","31.1","8739.0","4147.0","3306.0","1286.0","909","149","2","103808.0","664,373","157.3"
"4400","547","806","59.9","3211.0","2206.0","1005.0","0.0","483","64","0","17187.0","109,994","25.2"
"4401","1129","2255","43.1","106794.0","4216.0","2785.0","99793.0","973","154","2","83993.0","537,557","123.8"
"4402","83","229","33.6","456.0","359.0","97.0","0.0","77","6","0","5586.0","35,751","8.2"
"4403","177","388","36.9","1458.0","631.0","827.0","0.0","143","34","0","27265.0","174,496","40.1"
"4404","81","212","30.2","766.0","310.0","456.0","0.0","64","17","0","19798.0","126,706","29.1"
"4405","2589","6678","32.3","22042.0","10086.0","9067.0","2889.0","2159","428","2","191252.0","1,224,011","282.4"
"4406","262","697","29.6","139628.0","855.0","1181.0","137592.0","206","55","1","82614.0","528,732","121.3"
"4407","109","312","28.5","971.0","461.0","510.0","0.0","89","20","0","14051.0","89,928","20.6"
"4408","200","286","66.1","808.0","629.0","179.0","0.0","189","11","0","8927.0","57,135","13.1"
"4410","313","547","52.8","1715.0","1277.0","438.0","0.0","289","24","0","19874.0","127,193","29.2"
"4411","67","136","45.6","387.0","287.0","100.0","0.0","62","5","0","10416.0","66,664","15.3"
"4412","53","85","54.1","334.0","211.0","123.0","0.0","46","7","0","14123.0","90,385","20.7"
"4413","1354","4141","26.6","1037770.0","4891.0","4307.0","1028572.0","1101","245","8","113953.0","729,302","167.5"
"4415","401","1476","21.7","205617.0","1390.0","1727.0","202500.0","321","79","1","49678.0","317,938","76.2"
"4416","84","284","19.7","1067.0","254.0","513.0","300.0","56","27","1","16423.0","105,106","25.1"
"4417","165","416","35.8","958.0","659.0","299.0","0.0","149","16","0","10766.0","68,901","16.5"
"4418","19","53","26.4","101.0","44.0","57.0","0.0","14","5","0","4440.0","28,416","6.8"
"4419","186","404","39.4","168233.0","691.0","444.0","167098.0","159","26","1","40660.0","260,225","62.3"
"4420","214","616","30.8","1285.0","886.0","399.0","0.0","190","24","0","24283.0","155,410","37.2"
"4421","412","1488","24.3","2566.0","1748.0","818.0","0.0","361","51","0","18801.0","120,325","27.6"
"4422","99","279","25.8","759.0","318.0","441.0","0.0","72","27","0","17277.0","110,575","26.5"
"4423","32","106","22.6","238.0","113.0","125.0","0.0","24","8","0","6291.0","40,260","9.6"
"4424","46","133","24.1","311.0","131.0","180.0","0.0","32","14","0","7729.0","49,468","11.8"
"4425","37","166","20.5","224.0","183.0","41.0","0.0","34","3","0","5529.0","35,388","8.5"
"4426","20","127","12.6","139.0","89.0","50.0","0.0","16","4","0","6715.0","42,977","10.3"
"4427","85","187","41.2","377.0","279.0","98.0","0.0","77","8","0","5125.0","32,802","7.9"
"4428","175","322","48.1","863.0","560.0","303.0","0.0","155","20","0","20418.0","130,672","31.3"
"4454","219","409","46.7","1443.0","820.0","623.0","0.0","191","28","0","24938.0","159,601","38.3"
"4455","1671","4678","30.5","10021.0","5175.0","4846.0","0.0","1428","243","0","128875.0","824,801","198.4"
"4461","12","34","","59.0","39.0","20.0","0.0","10","2","0","1456.0","9,321","2.2"
"4462","17","66","21.2","83.0","51.0","32.0","0.0","14","3","0","1654.0","10,588","2.5"
"4465","358","739","41.7","2101.0","1158.0","943.0","0.0","308","50","0","19978.0","127,861","30.6"
"4467","49","153","22.9","301.0","105.0","196.0","0.0","35","14","0","2859.0","18,296","4.4"
"4468","83","161","42.9","454.0","288.0","166.0","0.0","69","14","0","6230.0","39,873","9.7"
"4470","555","1792","26.1","4581.0","2208.0","1615.0","758.0","467","87","1","42642.0","272,912","66.2"
"4472","229","753","23.6","1706.0","828.0","878.0","0.0","178","51","0","33332.0","213,326","52.1"
"4474","13","39","","126.0","39.0","87.0","0.0","6","7","0","4692.0","30,027","7.3"
"4477","109","266","34.2","751.0","446.0","305.0","0.0","91","18","0","8281.0","52,996","12.8"
"4478","94","238","30.3","747.0","323.0","424.0","0.0","72","22","0","8591.0","54,983","13.4"
"4479","4","12","","39.0","14.0","25.0","0.0","2","2","0","1449.0","9,272","2.2"
"4480","157","352","32.4","1882.0","596.0","1019.0","267.0","114","42","1","21362.0","136,716","34.2"
"4481","17","76","14.5","228.0","53.0","175.0","0.0","11","6","0","4026.0","25,766","6.5"
"4482","34","208","12.5","405.0","141.0","264.0","0.0","26","8","0","3401.0","21,769","5.5"
"4486","132","368","29.9","888.0","481.0","407.0","0.0","110","22","0","19993.0","127,952","29.8"
"4487","615","1405","31.7","5975.0","2114.0","3861.0","0.0","445","170","0","57643.0","368,913","88.5"
"4488","47","153","29.4","203.0","176.0","27.0","0.0","45","2","0","7760.0","49,663","12.0"
"4489","19","45","","116.0","92.0","24.0","0.0","17","2","0","3298.0","21,109","5.1"
"4490","321","716","39.1","2021.0","1289.0","732.0","0.0","280","41","0","35353.0","226,262","54.8"
"4491","20","71","28.2","76.0","76.0","0.0","0.0","20","0","0","3334.0","21,336","5.1"
"4492","115","140","37.1","3188.0","269.0","2919.0","0.0","52","63","0","3852.0","24,652","6.2"
"4493","9","14","","41.0","41.0","0.0","0.0","9","0","0","1653.0","10,579","2.5"
"4494","32","96","29.2","212.0","140.0","72.0","0.0","28","4","0","7402.0","47,374","11.2"
"4496","62","135","35.6","531.0","260.0","271.0","0.0","48","14","0","6533.0","41,814","9.8"
"4497","60","172","28.5","384.0","235.0","149.0","0.0","49","11","0","10658.0","68,214","16.1"
"4498","22","135","13.3","136.0","81.0","55.0","0.0","18","4","0","6904.0","44,185","10.4"
"4500","10195","17370","52.4","62616.0","41014.0","19198.0","2404.0","9110","1081","4","330558.0","2,115,570","486.2"
"4501","1300","2948","40.5","7154.0","5292.0","1862.0","0.0","1194","106","0","40775.0","260,959","59.9"
"4502","2005","3438","55.4","9640.0","8185.0","1455.0","0.0","1904","101","0","48215.0","308,575","70.3"
"4503","9400","22978","37.5","50914.0","39715.0","10690.0","509.0","8614","784","2","239553.0","1,533,138","349.4"
"4504","5429","7206","66.8","34211.0","22558.0","10137.0","1516.0","4813","612","4","149219.0","954,999","219.4"
"4505","6702","9144","64.9","38291.0","26645.0","11514.0","132.0","5937","764","1","156501.0","1,001,606","228.4"
"4506","5223","8969","52.5","29846.0","21459.0","7684.0","703.0","4713","508","2","154700.0","990,083","225.4"
"4507","7565","10816","65.6","36087.0","28585.0","6890.0","612.0","7092","472","1","133379.0","853,629","179.5"
"4508","3859","7383","48.8","19884.0","15070.0","4174.0","640.0","3602","256","1","105075.0","672,477","153.5"
"4509","7111","15293","41.1","45153.0","29856.0","12299.0","2998.0","6279","826","6","185901.0","1,189,767","270.6"
"4510","13050","21803","53.4","76579.0","52947.0","22480.0","1152.0","11639","1407","4","354811.0","2,270,788","478.4"
"4511","3450","4551","70.1","16912.0","13163.0","3749.0","0.0","3188","262","0","70334.0","450,137","102.5"
"4512","1051","1368","64.3","6949.0","4004.0","2945.0","0.0","880","171","0","48034.0","307,420","64.5"
"4514","2332","2923","67.8","13964.0","9095.0","4869.0","0.0","1981","351","0","77963.0","498,966","104.7"
"4515","1266","1883","58.7","7788.0","5012.0","2776.0","0.0","1105","161","0","50297.0","321,902","67.7"
"4516","1412","1371","86.6","8888.0","5343.0","3545.0","0.0","1187","225","0","56665.0","362,655","76.2"
"4517","260","308","74.0","1491.0","990.0","501.0","0.0","228","32","0","14611.0","93,512","19.6"
"4518","1791","2075","77.3","9950.0","7264.0","2686.0","0.0","1604","187","0","49542.0","317,071","66.6"
"4519","2663","3634","65.4","15773.0","10573.0","4561.0","639.0","2376","286","1","85026.0","544,167","114.3"
"4520","3972","4757","68.1","25240.0","14350.0","10890.0","0.0","3238","734","0","129226.0","827,047","188.3"
"4521","1547","2073","62.6","9394.0","5866.0","3528.0","0.0","1297","250","0","48552.0","310,734","65.2"
"4550","1416","1764","72.8","7668.0","5736.0","1932.0","0.0","1284","132","0","31763.0","203,285","42.7"
"4551","17682","25754","62.7","94393.0","69176.0","23427.0","1790.0","16155","1522","5","388518.0","2,486,518","553.4"
"4552","3031","4412","62.8","15933.0","10719.0","4254.0","960.0","2770","260","1","95769.0","612,924","128.6"
"4553","3345","2311","123.5","22030.0","15102.0","6928.0","0.0","2854","491","0","46444.0","297,241","62.5"
"4554","492","681","61.2","2958.0","1890.0","1068.0","0.0","417","75","0","17096.0","109,415","22.9"
"4555","2235","2574","76.4","12461.0","8416.0","4045.0","0.0","1967","268","0","59330.0","379,712","79.7"
"4556","11236","17734","57.0","63301.0","42151.0","17836.0","3314.0","10108","1124","4","313950.0","2,009,283","447.3"
"4557","3666","6239","53.3","20069.0","14916.0","5153.0","0.0","3323","343","0","106045.0","678,686","150.8"
"4558","3546","7873","41.0","21174.0","13197.0","6345.0","1632.0","3227","317","2","113303.0","725,141","161.2"
"4559","1918","2710","61.6","11729.0","7951.0","3778.0","0.0","1670","248","0","55001.0","352,006","78.1"
"4560","8962","15257","53.6","48466.0","35377.0","12889.0","200.0","8176","785","1","231991.0","1,484,741","329.9"
"4561","2534","2809","77.0","31956.0","10054.0","6902.0","15000.0","2164","369","1","80627.0","516,013","115.1"
"4562","2586","3208","67.9","16075.0","10193.0","5882.0","0.0","2177","409","0","79097.0","506,220","112.4"
"4563","3143","3710","75.8","17943.0","12306.0","5371.0","266.0","2814","328","1","88021.0","563,335","125.2"
"4564","2904","4735","56.8","15483.0","11137.0","3146.0","1200.0","2690","213","1","71114.0","455,127","101.1"
"4565","4102","6809","54.5","21694.0","15706.0","5988.0","0.0","3709","393","0","107865.0","690,333","153.4"
"4566","2513","4735","44.9","17868.0","9822.0","7795.0","251.0","2126","386","1","88824.0","568,472","127.1"
"4567","2637","5755","39.0","17112.0","10901.0","6211.0","0.0","2244","393","0","90919.0","581,883","129.3"
"4568","1148","1552","66.9","6283.0","4535.0","1568.0","180.0","1039","108","1","33331.0","213,319","46.7"
"4569","497","686","67.5","2398.0","1941.0","457.0","0.0","463","34","0","13419.0","85,881","18.8"
"4570","12747","20501","55.9","288349.0","51284.0","21290.0","215775.0","11455","1288","4","440950.0","2,822,078","618.5"
"4571","252","441","51.2","1422.0","1007.0","415.0","0.0","226","26","0","10688.0","68,403","15.0"
